IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
v52;19;19;186;['ūdens', 'tomāti', 'gurķi', 'tomātu biezenis', 'sīpoli', 'sarkanā paprika', 'olīveļļa', 'maize', 'kviešu milti', 'raugs', 'sāls', 'ķiploki', 'cukurs', 'sāls', 'baltais balzāmetiķis', 'etiķis', 'vīnogu sulas koncentrāts', 'baziliks', 'kajēnas pipari'];['4” afal=ila aa ci tan <= +00, nu mw. — ū. -s\n\n9. noosilsosad: vesi, tomatid 10%, kurk 9% tomatipūree 7%, sību!\nmidea dema j ā\ncd an\n\nbaltais baizēmetikis {etiķis, vīnogu sulas koncentrēts}, baziliks\n\ndaļiņas. produkta uzturvērtība 100g: re vērība 230kj/60kcal, tauki 3,19, tostarp\n} u\n\nsememmi dēt ie sai — ē i a\n——n tā: jt dd\n3 9\n= u\n3 0 5\non\n2\nuo\n„a\n48\n—\n_\na\n\nlt. gaspačio sriuba, 3909. sudedamosios dalys: vandue, pomidorai 18% agurka: 9%\npomidon, tyrē 7%, svogūnai, raudonieji pipirai 45%, alyvuogiu aliejus, duona ikvieti niai miltai\nmielēs, druska}, česnakai, cukrus, druska, baltas balzamiko actas {actas vynuogiy sulču :\nkoncentretas}, bazilikas, kajane pipirai. gali būti sojos pēdsaku. produkto maistingumas 1000: t\nenerginē vertē 230kj/60kcal, riebalai 3,1g, iš kuru sočuju riebalu rūgščuu 0,4g anglavandenai\n9,/g, iš kunu cukru 3,59, baltymai 0,9g, druska 1,09. paruošimo mstrukcija: patiekite gerai\natsaidyta, atidaryta produkta laikyti šaidytuve {maks. +87c}. geriausias iki: žiūreti ant akuotēs\npagaminta italijoje. platintojas lietuvoje: uab „rīmi lietuva”, spaudos g. 6-1, lt-051 9 vilnius\nlietuva. nemokamas klientu aptarnavimo centro tel. 8 800 e23000 gai > j\n\npandvausuni joti 1001200 0066000 e22728 t0bfa2901ipsisratetisrisistratpaissssrrifritttt:\n\ndc vera aita a„z_āoēozēonēoeote\nļ ļj\n\nlff\n}\nes r\n24\n\n'];0;0;[];[];0;0;0;[];[];[]
v53;9;9;41;['konservētas skābenes', 'skābenes', 'ūdens', 'sāls', 'es', 'kartupeļi', 'ūdens', 'miežu putraimi', 'sāls'];['15 skābenes 38%\nlens, sāls} {es},\niežu putraimi, sāls.\n\n3 2274j/ 54kcal. 1009\nšrtība: 0,3g tauki {tostarp\n\nās taukskābes}, 10,09\n\nstarp 0,7g cukuri}, 239\n\nas, 1,8g sāls. pagatavošana:\nūdeni attiecībā 1:1 vārīt\n\nītes. ieteicams līdz dat. un partijas\n\nru skatīt uz iepakojuma.\n\nī\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v54;18;18;66;['ūdens', 'zirņi', 'es', 'kartupeļi', 'burkāni', 'es', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'garšas pastiprinātājs', 'nātrija glutamāts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas', 'dilles', 'pētersīļi', 'ārpus es'];['ūdens, zirņi 25,3% {es},\n\nburkāni 6,6% {es}, sīpoli, rapšu\n\nas, sāls, garšas pastiprinātājs\n\nglutamāts}, kviešu milti,\n\neļu šķiedras, garšvielas {dilles,\n\nštersīļi 0,02% {ārpus es}}. 100g produkta\nurvērtība: enerģētiskā vērtība: 5181}/ m0\n\n24kcal, 5,3g tauki {tostarp 049\n\niesātinātās taukskābes}, 15,2g ogļhidrāti\n\n|{tostarp 1,7g cukuri}, 3,79 olbaltumvielas\n\n|1,8g sāls. pagatavošana: sajaukt ar ūdeni\n\n|attiecībā 1:1 vārīt 3 minūtes. ieteicams līdz\nļun partijas numuru skatīt uz iepakojuma. s\n\nwa\n\nwww\n\n— jun a\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v55;22;22;73;['kartupeļi', 'es', 'sālīti gurķi', 'gurķi', 'sāls', 'dilles', 'es', 'ūdens', 'šampinjoni', 'es', 'burkāni', 'sīpoli', 'rapšu eļļa', 'tomātu pasta', 'sāls', 'cukurs', 'kviešu milti', 'garšas pastiprinātājs', 'nātrija glutamāts', 'ķiploki', 'es', 'melnie pipari'];['kartupeļi 25,8% {es}, sālīti\n{1 10,1% {gurķi 47,5%, sāls, dilles} {es},\ndens, š sampiniei 15% {es}, burkāni, sīpoli,\napšu eļļa, tomātu pasta, sāls, cukurs,\niešu milti, garšas pastiprinātājs {nātrija\nglutamāts}, ķiploki 0,376 {£5}, melnie pipari\njug produkta uzturvērtība: enerģētiskā\nvērtība: 380kj/ 92kcal, 4,7g tauki {tostarp\n939 piesātinātās taukskābes}, 1049\nogļhidrāti {tostarp 3,49 cukuri}, 209\n|olbaltumvielas, 1,8g sāls. pagatavošana:\namd ūdeni attiecībā 1:1 vānt\n3 minūtes. ieteicams līdz dat. un e\nni umuru skatīt uz iepakojuma.\n\nai\n\n4 75021147204\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v56;18;18;152;['ūdens', 'cukurs', 'sīpoli', 'tomātu pasta', 'burkāni', 'spirta etiķis', 'ananasi', 'kukurūzas ciete', 'sarkanā saldā paprika', 'zaļā saldā paprika', 'selerijas', 'ananasu sula', 'bambusa dzinumi', 'modificēta ciete', 'tamarinda pasta', 'sāls', 'antioksidants e300', 'paprikas ekstrakts'];[': er sakižorigs pla\nūdens, cukurs, sīpoli 8,2%, tomātu pasta dalys: vando 1\n39%, burkāni 44%, spirta etiķis, ananasi pomidory pasta 594\n36%, kukurūzas ciete, sarkanā saldā actas ananasi 30\npops 21%, zaļā saldā paprika 21%, saldžiosios auto\nselerijas 2,1%, ananasu sula, bambusa saldžiosios žalosā\ndzinumi 1,7%, modificēta ciete, tamarinda 21% ar\npasta, sāls, antioksidants e300, paprikas modīkuat a {l\nekstrakts. 100 g produkta uzturvērtība: dusa podi\nus\n\nenerģētiskā vērtība 376 kj/ 89 kcal, tauki ekstraktas 100\n\n, ere 7 -\nmr usa piesātinātās _ g urgšm : , āj ,_\n\n oognidrāti 21,0 g, tostarp cukuri 179 9 deniai 210979 /\nšķiedrvielas 0,9 g olbaltumvielas 099 as aaiinēs ed ž 4. . „ta\n0,6 } leteicams līdz: skatīt uz iepakojuma. druska 0 g gena a 4 i — . ,\nuzglabāt vēsā un sausā vietā. pēc gross lal\n\n|\npaku 0 ar "\nper 3 dienas "n\nvija am? ž\n\n\'\n:\n\npēc atvēršanas uzglabāt ledusskapī. ražots\nbeļģijā pēc īpaša rm pasūtījuma. izpiarīs\nlatvijā: sia rimi latvia, a. deglavalē\nrīga, — lv-1021, — bezmaksas\natsauksmēm latvijā: 80000 180\n\n'];0;0;[];[];0;0;0;[];[];[]
v57;3;3;40;['destilēts etiķis', 'sarkanie pipari', 'sāls'];[': destīlēts etiķis, sarkanie pipari 19%, sāls.\n\nirms lietošanas labi sakratīt. uzglabāt sausā un vēsā vietā.\npēc atvēršanas uzglabāt ledusskapī. porcija: 5 ml. pudelē 12\nporcijas. ieteicams līdz: skatīt uziepakojuma.\n\nportsjon 5 ml. pudelis 12 portsjonit. parim enne: vt.\npakendilt.\n\nuzturvērtība/maistinē vertē/toitumisalane teave\n\n'];0;0;[];[];0;0;0;[];[];[]
v58;9;9;128;['destilēts etiķis', 'jalapeno pipari', 'ūdens', 'sāls', 'kukurūzas ciete', 'stabilizētājs', 'ksantāna sveķi', 'skābuma regulētājs', 'askorbīnskābe'];['m a\n"a -2-\n%\n\nserving ideas.\nix with cilantro in sour\n\npw a mm es\n\nlt\n\n>astavdaļas: destilēts etiķis, jalapeno pipari 30%, ūdens,\n\nk\n\nuruzas ciete, stabilizētājs: ksantāna sveķi, skābuma\n"gulētājs: askorbinskābe. pirms lietošanas labi sakratīt.\nglabāt sausā un vēsā vietā. pēc atvēršanas uzglabāt\n2dusskapi. porcija: 5ml. pudelē 12 porcijas. ieteicams līdz:\nskatīt uziepak.\n\nlt tabasc0greenpeppersauce padažas, 60 ml.\nsudedamosios dalys: actas, 30% jalapeno pipirai, vanduo,\ndruska, kukurūzu krakmolas, ksantano derva, askorbo\nrūgštis. prieš vartojant suplakti. laikyti vēsioje, sausoje\nvietoje. atidarius laikyti šaldytuve.\n\nee tabasc0orohelise pipra kaste, 60 ml.\nkoostisosad: destilleeritud āādikas, jalapeno am\nvesi,sool, maisitārklis, stabilisaator: guarkummi, happesuse\nregulaator: askorbiinhape. enne kasutamist loksutage\nkorralikult. suletud pakendit hoida jahedas ja kuivas,\navatuna kūlmkapis. ūks portsjon 5ml. pudelis 12 portsjo\n\nuzturvērtība/maistinē vertē/toitumisalane teave\n\n100 ml :\nenerģētiskā vērtība/energinē vertē/ energidssēklts, č"\n\nkj/kcal va\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v59;14;14;61;['čipotles', 'kaltēti sarkanie jalapeno', 'pipari', 'destilēts etiķis', 'ūdens', 'sāls', 'cukurs', 'sīpolu pulveris', 'ķiploku pulveris', 'garšvielas', 'piparu mīkstums', 'destilēts etiķis', 'sarkanie pipari', 'sāls'];[': čipoties {kaltēti sarkanie jalapeno} pipari\n\nb ž asn etiķis, č sāls, tk tesīšuībebu\niploku pulveris, garšvielas, piparu mīkstums {destilēts etiķis,\nerr js i oe sata\n\nsarkanie pipari, sāls}. pirms lietošanas labi s ilabat\nsausā un vēsā vietā. pēc atvēršanas uzglabāt iedusskapi. porcija:\n5 ml. pudelē 12 porcijas. ieteicams līdz: skatīt uziepakojuma.\n\npākendlhoida ahedasjakuiras avatinakūlmiapis\nportsjon 5 ml. pudelis 12 portsjonit. parim enne:\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v60;14;14;36;['rapšu eļļa', 'ūdens', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'modificēta ciete', 'stabilizētāji', 'guāra sveķi', 'ksantāna sveķi', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, cukurs, a .—e_c 7\nspirta etiķis, sine es, sāls, modificēta\nciete, stabilizētāji č uāra sveķi, ksantāna 1/6 ā\n\nsveķi}, krāsviela {beta karotīns}, }\nantioksidants {e385}.\n\ntaukskāb „{0\nogļhidrāti, g 42\n"tostar cukuri, g āā\nolbaļ\n\n'];0;0;[];[];0;0;0;[];[];[]
v61;24;24;15;['pilngraudu auzu pārslas', 'cukurs', 'palmu eļļa', 'smalcināti un grauzdēti lazdu rieksti', 'pilngraudu kviešu pārslas', 'rīsu ekstrudāts', 'rīsu milti', 'cukurs', 'kviešu lipeklis', 'miežu un kviešu iesala milti', 'sāls', 'miežu iesala ekstrakts', 'grauzdēti zemesrieksti', 'grauzdētas kviešu pārslas', 'kvieši', 'cukurs', 'sāls', 'miežu iesala ekstrakts', 'kokosriekstu skaidiņas', 'glikozes', 'fruktozes sīrups', 'irdinātājs e500', 'karameles sīrups', 'dabīgs aromatizētājs'];['dribsniai {d\nmē ae i diena pēs kos vē\nalvkliniai pe jnm ažiu salvklo ekstraktas}, skrudinti\n\n'];0;0;[];[];0;0;0;[];[];[]
v62;24;24;55;['pilngraudu auzu pārslas', 'cukurs', 'palmu eļļa', 'smalcināti un grauzdēti lazdu rieksti', 'pilngraudu kviešu pārslas', 'rīsu ekstrudāts', 'rīsu milti', 'cukurs', 'kviešu lipeklis', 'miežu un kviešu iesala milti', 'sāls', 'miežu iesala ekstrakts', 'grauzdēti zemesrieksti', 'grauzdētas kviešu pārslas', 'kvieši', 'cukurs', 'sāls', 'miežu iesala ekstrakts', 'kokosriekstu skaidiņas', 'glikozes', 'fruktozes sīrups', 'irdinātājs e500', 'karameles sīrups', 'dabīgs aromatizētājs'];['{ 1d} latvija ja kimi\nlv-1021. bezmaksa\n\nlatvia\n\ntviu,\n\n„- s it ua\nj1rī: = *\n\nji, vmuc\n\n1, rīga, ālruni\n\nviva\nļ\n\nfn lt traškūs dribsniai su riešutais. sudedamosios dalys:\n. visy grūdo daliy avižu dribsniai 48%, cukrus, palmiuy\naliejus, sver je ki lazdyny ag 5 %, =\nrūdo dali y dribsniai, ryžiy išspaudos {ryži\nmiko cukrus, kvieči glitimas, miežiniai ir kvietiniai\n\nko\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v63;9;9;121;['kartupeļi', 'augu eļļa', 'saulespuķu eļļa', 's', 'vai palmu eļļa', 'p', 'vai rapšu eļļa', 'r', 'sāls'];['" . m\nls: t\n\n{|} z m \' ”\n\njm\nvia oo, no\n"v kraukšķigie.kārtun\n| ——__\n\nsasišdaļas" kartupeļi ari augu eļļa {saulespuķu eļļa {s}* vai palmu eļļa {p}*, vai\n\n| rapšu eļļa v** sāls {1,4%}. *mantotās alas apzīmējumu skatīt pie derīguma\ntermiņa informācijas. ražots latvijā. kartupeļuizcelsmes vieta: es.\n\nen potato sticks classic with salt\n\ningredients: potatoes {68%}, vegetable oil {sunflower oil {s}* or pjim oil {p**_ ="\nrapeseed oil {r}*}, salt {1,4%}. *information regarding used. "ces nest tanti\nexpiration. madeinlatvia. oric" -* notatoes: eu.\n\napveraijā kaproģejnb\nru kaaccmnēckmm c con šā\n\nni mīļākie ādažu 4 cocras: kaprofbe/lb {68%}, pacīmtennbhoe macno {nonconheuhoe {s}* 4 a\n\nlūzro coboe {r}* macno}, conb {1,4%}. *o603ha am”\ns savus čipsus? nanbmmoboe {p}”, mam pan eu mt\nwuzturklasi menonb30bahhoro maca cmotpetb bo3ne mhpopmalumm o cpoke {75 a a” —”—”»ģ”—”\n\n"ii\n\n'];0;0;[];[];0;0;0;[];[];[]
v64;5;5;59;['kartupeļi', 'augu eļļas', 'saulespuķu', 'rapšu mainīgās proporcijās', 'jūras sāls'];[': kartupeļi, augu eļļas {s\nsāls {1,2 %} "uzglabāt sausā, no ti\ntemperatūrā. lepakots aizsargat\n\nv žzīpu ir kontaktai pasitei\n\niešiem 1s\nmostē pi\n\nizgatavošanas 1 datums: skatīt paciņas a rai ml: if\nskontaktint lormāciju, lū ņ ga::\n\nee kartulikrēpsud. soolaņa\n\ngaasikeskkonda. parim. enne, ffetokogus ja tootmise kuupāei : vaata\nlfarmnatsiami ring kontakti eaalisgks palun kiilastage vw. strella.ei\n\nkci\n} be\n\n"pl\n"zm\ns nai ., :\n\n'];0;0;[];[];0;0;0;[];[];[]
v65;4;1;38;['grauzdētas cūku pupas olīveļļa ķiploku pulveris sāls'];['2kapehbie\n\nm | bobbl cc\n4 — hechokom\n\nj cocīas:\n\n_ xapehbie 606b1 93%\n\n| onmbkoscemacno5%\n\n| nopowok uecnoka | %\nconb 0,8 %\n\nuzturvielas / nutrition facts / mmlliebas liehhoctb / 1009\n\nenerģētiskā vērtība/ energy/\nhepretw4eckas ujehhoctb\nogļhidrāti/ carbohydrates/ yresonpi\n\nstarp, of which/ b.t.4.\n\n4 s s t as\n\n323\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v66;5;1;66;['grauzdētas cūku pupas olīveļļa oregano ķiploku pulveris sāls'];['" roasted\n\nn beans 5o5bil\nar roregano |v with oregano c opetahc\n8 ķiplokiem | 6 garlic 8 yechoko\ntāvda | ingredients: cocras:\nlētas cūku pote favabeans | xapentie 6064 92,7 %\npupas 92, 7% {ņtt 9,7 onmbkoboe mocno 5 %\nolīveļļa 5% oliveoil5% operano 0,5 ž\n„oregano 0,5 % | oregano0,5% nopoluok z\nploku pulveris } % | garlicpowder 1 % conb\n„sēls08% / salt0.8% di\n|" uzturvielas, / nutrition facts / mmlliebas liehhoctb/\n\nenerģētiskā vērtība/ energy/\nhepreruwyeckas lļehhoctb\n\nogļhidrāti/ carbohydrates/ ymeson»!\ntostarp / of which/ 5.1.4.\n\n|4 ā\nf,\n\n'];0;1;[];['cūku'];0;0;1;[];[];['cūku']
v67;4;4;17;['kukurūzas graudi', 'cukurs', 'palmu eļļa', 'dekstroze'];[': kukurūzas graudi{69%}, cukurs{16%}\npalmu eļļa, dekstroze. uzglabāt sausā, no tiešiem\nsaules stariem anu vietā, temperatūrā kas\n\nāvā,\nvar\n\n'];0;0;[];[];0;0;0;[];[];[]
v68;3;3;120;['kukurūzas graudi', 'palmu eļļa', 'sāls'];['4 a 2 ts m aut i\n\nceiravimui: www.estrella.lt. kā\nragēsiy paruošimo instrukcija yra ant vidinēs\n5, prašome ja atidžiai perskaityti prieš |\n\n} 13! spraginimas turi būti atliekamas\nļ u. je. |} %\n\nopkorns pagatavošanai mikroviļņu\n\nās: kukurūzas graudi {84 %}, palmu\n\n4 | eļļa, sāls {2 %}. uzglabāt sausā, no tiešiem saules\n{| | | stariem pasargātā vietā, temperatūrā kas\na aal\nnd,\n\nnepārsniedz 25 c. lai iegūtu vairāk informācijas un\n} kontaktinformāciju, lūdzu apmeklējiet mūsu\nājas lapu www.estrella.lv. a\nopkorna pagatavošanas instrukcijairuz iekšējā\niepakojuma. pirms pagatavošanas lūdzu\nuzmanīgi izlasiet to! pieaugušajiem ir jauzrauga\npopkorna pagatavošanas proces, n—\n mikropopkorn soolaga, mikrolainea\n iastraises. koostisosad: maisi tuum {84 %},\n\npalmiāli, soo1 {2 %}. sāilitada kuivas, janēea 50t\nkaitsta otsese valguse eest, alla temp  meks palun\ninformatsiooni ning kontakti saam\n\nāū m o aa aotraila pp. āā o er\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v69;23;23;132;['zemesrieksti', 'ciete', 'kviešu milti', 'saulespuķu eļļa', 'cukurs', 'sāls', 'modificēta ciete', 'aromatizētājs', 'satur rauga ekstraktu', 'maltodekstrīns', 'paprikas pulveris', 'irdinātāji', 'difosfāti', 'nātrija karbonāts', 'čili pulveris', 'sīpolu pulveris', 'kūpināta dekstroze', 'kumīna pulveris', 'ķiploku pulveris', 'skābuma regulētājs', 'citronskābe', 'krāsviela', 'paprikas ekstrakts'];[': zemesrieksti {46%}, ciete, kviešu milti, saulespuķu eļļa, cukurs\n* sāls, modificēta ciete, aromatizētājs {satur rauga ekstraktu}, maltodekstrins\nl prikas pulveris {0,38%}, irdinātāji {difosfāti, nātrija karbonāts}, čili pulen\n— 0,18%}, sīpolu pulveris {0,14%}, kūpināta dekstroze, kumīna pulveris, ķiploki es\npulveris {0,1%}, skābuma regulētājs {citronskābe}, krāsviela {paprikas eksirakts} k\n\nvar. lepakots aizsargatmosfērā. bridinājums: mazi bēri\nvar aizrīties ar riekstiem. ražots vācijā. zemesriekstu izcelsme.\n\n| en coated peanuts with "mexican salsa" flav |\n\n. ingredients: peanut kernels {46%}, starch, wheat flour, sunflower oil, suga?\na modified starch, flavouring {contains yeast extract}, maltodextrin, paprika pā?\n{0,38%}, raising agents {diphosphates, sodium carbonates}, chili powder {7\nonion 0,14%}, smoked dextrose, cumin powder, garlic powdēi}\nacidifier {citric zem colour liva atri may šai racešļ\npackaged in a prolecive a . warning: small children cal\nam nuts. produced in germany. peanut origin is ni eu. } j\n\n3s agjļoļam ga k a a a taa | |\n\n'];0;0;[];[];0;0;0;[];[];[]
v70;3;3;0;['cidonijas', 'zemenes', 'cukurs'];['\n'];0;0;[];[];0;0;0;[];[];[]
v71;28;28;85;['rapšu eļļa', 'ūdens', 'marinēti gurķi', 'gurķi', 'skābuma regulētājs', 'etiķskābe', 'sinepes', 'sinepju sēklas', 'garšvielas', 'tomātu pasta', 'cukurs', 'spirta etiķis', 'modificētas cietes', 'kartupeļu', 'kukurūzas', 'jodēts sāls', 'sīpolu pulveris', 'skābuma regulētājs', 'pienskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'ķiploki', 'konservants', 'kālija sorbāts', 'aromatizētājs', 'antioksidants', 'e385'];[': rapšu eļļa. ūdens\n———— marinēti gurķi {gurķi, skābuma\nenerģētiskā = 1870kj regulētājs {etikskābe}}. sinepes\n\nvērtība... 455kcal {sinepju sēklas, garšvielas}.\ntauki 45.79 tomātu pasta, cukurs, spirta\n- tostarp_ etiķis, modificētas cietes\npiesatinātās {kartupeļu, kukurūzas}. jodēts\ndu kskābes re 32g sāls, sīpolu atēnām\nļhidrāti 96g regulētājs {pienskābe}\n- tostarp ”-biezinātāji {guāra sveki, ksantāna\ncukuri 69g sveķi}, ķiploki, konservants.\n\nolbaltumvielas -08g {kālija sorbāts}. aromatizētāss.\n1 a 18g antioksidants {e385}\n\nieteicams līdz: skatīt atzīmi uz iepakojuma\nuzglabāt temperatūrā no +2 līdz +200,\n\na pēc atvēršanas uzglabāt ledusskapi +280\nru mocis nrkla foods latvija\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v72;20;20;117;['ūdens', 'balzamiko etiķis', 'vīna etiķis', 'vīnogu sula', 'krāsviela e 150d', 'antioksidants sulfīts', 'cukurs', 'sāls', 'skābuma regulētāji', 'trikālija citrāts', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'garšvielas', 'konservants', 'kālija sorbāts', 'aromatizētāji'];["-badem v lusiratīva nozīn\n\nsula. krāsviela e 150d, antioksidants sul\n\nskābuma regu\nābolskābe. as\n\n2 et visdazādāko a\ndārzeņu salātu pagatavo- r\n\nšanai un gaļas marinēšanai.\n\nmērce balzamiko\n\noastāvdaļas: ūdens. balzamiko etiķis 10% kora etiķis, vīnogu\n\nīts}, cukurs, sāls,\n\nulētāji { {trikālija citrāts, etiķskābe, citronskābe,\n\norbīnskābe},\n\nkonservants {kālija sorbāts}\n\nstabilizētājs {karagināns}, garšvielas,\n'aromatizēt taji.\n\n:\nprodukta vidējā uzturvērtība 100 g: | lei am k aakojuma\n\nskatīt\n\na midonskā vērtība ............. 225 kj/ 50 kcal uzgabā, jempera tūrā\nrear neona en nams tas vaasitas es 0}\n8 piesātinātās taukskābes ....... 3 } pēc a vēršanas, :\nz ennin 9g | uzglabā! 200,\nolbaltumvielas | :\nmeas s 3 | nero: e3909\n\n'orkla\n\n, kos sia „orkla babes ro} zvai\nlve, babītes pag., babīte 00445\nbezmaksas drums atsauksmēm {+ 97 ' 80\n\nla 1,\narm\n\nš\n\n\n"];0;1;[];['gaļas'];0;0;1;[];[];['gaļas']
v73;15;15;68;['ūdens', 'cukurs', 'sāls', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'garšvielas', 'konservants', 'kālija sorbāts', 'aromatizētāji'];[': ūdens, cukurs, sāls, skābuma ar: {etiķskābe,\nirikālija  citrāts, - citronskābe, ābolskābe, {askorbīnskābe},\nstabilizētājs {karagināns}, garšvielas, konservants {kālija sorbāts}.\naromatizētāji. r\n\nprodukta vidējā uzturvērtība 100 g: sm ionakajuma\n\neipeiskā vērtība ass 140 kj/ 30 kcal uzglabāt arā\n| ooboat piesātinātās taukskābes ....... 0 a | pēc ēšanas 4\nā t as\nolbaltumvielas\nve 529 | neto: 3099\n\nmu iela 1,\n\nražotājs: sia „orkla foods latvija”, zval\ne, babītes pag. babītes nov. va aūa45\n\ntorkles spilve,\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v74;19;19;64;['ūdens', 'cukurs', 'sāls', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'dārzeņi', 'sīpoli', 'burkāni', 'paprika', 'tomāti mainīgās proporcijās', 'ķiploki', 'stabilizētājs', 'karagināns', 'konservants', 'kālija sorbāts'];['a mērceeteicama\nba. visdažādāko\n\n"i dārzeņu salātu\npagatavošanai,\n\nas: ūdens, cukurs, sāls\nrāts, citronskābe, ābo\n\nprodukta vidējā uzturvērtība 100 g:\n\niii iii ii iii iii ii iii i i i r r r r r r n āā\n\nii i iii iii i i i r a šā\n\nleteicams līdz:\nskatīt atzīmi uz iepakojuma.\n\nuzglabāt temperatūrā\n6 +280.\n\nēc atvēršanas\ni oņanā ledusskapi.\n\nneto: j\n\n'];0;0;[];[];0;0;0;[];[];[]
v75;20;20;92;['ūdens', 'cukurs', 'spirta etiķis', 'sāls', 'olīveļļa', 'kaltēti citronu gabaliņi', 'garšvielas', 'satur sinepes', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'aromatizētājs', 'konservanti', 'kālija sorbāts', 'nātrija benzoāts'];['" lieliska piedeva\n. dažādiem svaigajem.\n\nar kā marināde.\n\nsalātu mērce ar citroniem un olīveļļu\n\n"saslāvdales ūdens, cukurs, spirta etiķis, sāls, olīveļļa {| %}, kaltēti\n\nē gabaliņi” {0, 5%}, aršvielas” {satur sinepes} a ekuma |\ntr etiķskābe, trikāli if citrāts, citronskābe, ābolskābe,\n\n. askorbīnskābe }, stabilizētājs { aragināns}, aroma izētējs, konservanti\n\n| kālija sorbāts, nātnja benzoāts}. āā\n\n| {d\nprodukta vidējā uzturvērtība 100 g: ara maz iepakojumā\n\n| šo age ierirems 2mo nes kra | uzgjābāt lampas\nau! piesātinātās taukskābes .:... 029 1 s lūēžāna\n\nmam, 6 390\n- olbaltumvielas ea enenee 0,1 }\nee 2. | neo j\nģ : la 1,\n"a a „orkla roods l avi zvelņēr ptave\n\n'];0;0;[];[];0;0;0;[];[];[]
v76;17;17;4;['ūdens', 'rapšu eļļa', 'cukurs', 'mango biezenis', 'čili pasta', 'jodēts sāls', 'garšvielas', 'skābuma regulētājs', 'citronskābe', 'biezinātāji', 'nātrija algināts', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns'];['i i a\n\ntetarn rinckdinātao\n\n\n'];0;0;[];[];0;0;0;[];[];[]
